content,label
"Thank you for your enquiry.

Please find attached our quotation for your reference. CTP brand stands for Costex Tractor Parts while G stands for Genuine CAT.

We would like to take this opportunity to introduce ourselves as stockist and authorised dealer of CTP – Costex Tractor Parts brand for South East Asia. CTP is a premium after market brand specializing in manufacturing Caterpillar spare parts. Please find our company profile attached for your easy reference.

We hope to receive your valued order soon.

***Please advise our quotation reference number when you place your order.***",External Relationship
"Good day to you. 

Could you please update goods status for this order? 

Please kindly send to us shipping docs as soon as possible. 
",External Relationship
"The site is not up -to -date, and at the confirmation of the order also no one warned me and then they hoped in a few days when they call me to agree to wait more

Not up -to -date information on the site, incorrect employees",Customer Care
I am facing the same problem. One service is longer than the other. I've been trying for 2 weeks to get the label back with no success. I will never order from this company again. I hate losing $80.,Customer Care
"Everything arrived as promised. I have no complaint about people's attitude. Only a little slower arrived and at the time I waited I didn't know the status of the order. When I called finally, people told me. So I'm happy.",Customer Care
"Thank you very much to have considered CAVICEL as potential supplier for your request of cables. 

Please find here enclosed our Offer EPST-1299. 

• Our quotation includes: 
Price term in EURO 
Delivery time 
Payment term 
Model/ Part number 
Brand: CAVICEL 
Origin: Italy 
• Certificate, CO by chamber of commerce: will follow in case of order 
• Cavicel Technical data sheets enclosed 


We remain at full disposal for any clarification needed, and wait for your reply.",Sales
"Dear Ms. Dung, 

Information for this package is as follows: 
End-USer: vietsovpetro 
Bidding Name: Modular for technology system, Gas detector, ControlNet Adapter, MSR-3630 Rev01, MSR-3805 item 2.4",Sales
"Hi Mr. Huy, 

Thanks for your arrangement, will keep you updated once I get the confirmation from my Accounts Department. 
The order will be dispatched from Singapore warehouse once the payment is received. 

Meanwhile, please check draft CQ and confirm delivery address for the order & original certificates as follows:-",External Relationship
"Dear Ms. Tot,
I send you the PO scan file, the hard copy will CPN to you. I will send UNC after completing the check.",External Relationship
"Dear Mr. Cuong,

As clearly indicated in our quotation, both CO and CoQQ/CoC will be originals.

Best Regards",External Relationship
"Dear Mr Oanh,
Currently, the customer sends a dispatch to clarify the items for this product.
Please list the details to help me with the spare inside the product today.
",Customer Care
"Dear Mr Kha! 
Look today I will send a contract + Appendix by post to your side!",External Relationship
"Apologized for late reply. 
How are you? 

Mr Darroch Chua is no longer with the company. Our emails have also been changed as per signature below. 
You may update my email address and in future, you can email with my new email instead. 
Attached is the quotation # 6713Q021-1 as per your request for your considerations. Do note that FV2017 is supposed to be FV2011. 
Attached is also our Notice of Change of Company Name and Bank details for your updating in system. 

If you have further questions, please do not hesitate to clarify.",External Relationship
"Well received with thanks. 
We will request our agent in Singapore contact after received your CI/PL.",External Relationship
"Very correct, they did not have the product in stock when they got it connected to me. I am pleased, I recommend",Customer Care
"Dear Anh Kha, 

I send you the signed and stamped scan of the EBVN contract. 
This afternoon I sent it to the VP for you. 
Please help me with a copy when I signed and stamped. 
In addition, when my side, please send me UNC so that my side can order in time. 
Thank you very much.",External Relationship
"Dear Mr. Kha Nguyen, 

Thanks – my staff Mr. Dat will come tomorrow morning to submit. 

In the meantime, please find attached scans of the official documents. 

Best Regards 

Alf",External Relationship
"Dear sir,

I send you the draft contract as an attachment. Please check.

Thanks & Best Regards",External Relationship
"Duong received his email, however, because the inadequate parameters were unfortunately Duong did not support him to choose the right product to quote. 
Do you have a more specific description list? For example, the voltage and filtering set according to the Specs he sent, there are at least 4 options already. 
Unfortunately, Duong did not support Mr. Kha.",Sales
"Dear sales manager,
I am writing to complain about a faulty item that I purchased on your online store on January 3rd, 2019.
The complaint is related to a pair of Song Linh sneakers that arrived with various anomalies. First, when I opened the box, I noticed that one of the pairs didn't have a service pad. Secondly, it was easy to see that the servicelaces were too short. Thirdly, and to my surprise, one of the services was bigger than the other. In fact, one was a size 11 and the other was a size 11and a half. To make things worse, the interior fitting was ripped in both sneakers. I demand a full refund or the replacement of the item that I ordered. I am sure that this matter will receive your prompt attention. I hope to hear from you as soon as possible.
Yours faithfully,
Escrevo nome legível",Customer Care
"Dear Mr-Khanh! 
I'm Hieu, 
Can you help me with the following items: 
4.5 Pressure sensor /??????????????? 
??????? /Pressure Transmitter Suitable for marine tropical environment, ambient temperature 40 deg C max, humidity 100% 
Class 1, Division 2, Group D, outdoor area 
Service: Fuel gas 
Design Pressure: 45 Barg (Min: 16 Barg, Max: 37 Barg) 
Design Temperature: 120oC (Min: 35oC, Max: 65oC) 
TRANSMITTER 
Pressure range: 0-55 Barg; Calibration at: 0-40 Barg; 
Output: 4-20 mA, Smart, HART, 2-wire; 
Accuracy: At least 0.25 % of calibrated span; 
Safety Level: SIL 2; 
HOUSING 
Ex-ia, IP-56 min, 316 SS; 
Power supply: 24VDC Loop Powered; 
Local LCD meter; 
Process connections: 1/2” NPT-M; 
Electrical connection: M20, standard terminal block; 
Mounting: 2-inch pipe stand; 
COMPLETED WITH 
Two-Valve Manifold (block and bleed) 
Material: 316 SS; 
Process connection: 1/2” NPT-F 
Instrument connection: 1/2” NPT-F 
ACCESSORIES 
Nameplate 316 SS; 
Mounting Bracket for 2-inch pipe, 316 SS, c/w bolts and nuts; 
Plug certified for Zone 2 IIA T3 hazardous area classification for spare cable entry Set 1 Vendor to Advise 

Thank you !!!!!",Sales
"Dear Anh Kha, 

Thank you for your request, I will check and quote you soon. 

Thank you and have a nice working day! 
",Sales
"Thank you for the information.

Hope to work with you on future projects.

Thank you!",External Relationship
"Dear Huimin, 
Good day to you! 
We have a new enquiry as attached file, We would be grateful if you could provide us with a quotation 
Please kindly check & offer us your best price for the goods. 
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: (G.weight + Dimension) 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Factory calibration document Certificate / catalogue/ drawing c/w quotation to be required. 
We hope to received your quote soon. 
Thank you so much!",Sales
"Hi Anh Tien,

I sent you the contract signed at the attached file, I checked and signed a confirmation to send me back to me to make a payment.
Thank you.
",External Relationship
"Happy new year to you. 

It is a good news that your customer want to order this item. 
We could provide you letter of conformity with 'Samsontec' as in attached file after your valuable order. 

Please kindly check it with your customer.",Sales
"Everything is well organized.

I have experience with Sapir products. I am very pleased. I prefer to shop from the Sapir store because that's how I have a look at all the products.

I have no recommendations.",Customer Care
"Thank you for the quote. 
Could you please send me a catalog for the product.",Sales
"On the questions asked- everything is perfect, the framework of the norms.

By chance, looking at the Internet.

In my opinion, it is not normal for the delivery to Econt's office to be such an amount. I shop online weekly and all deliveries are priced at 5 BGN, with 95% of website, for orders over $ 100-150. For a commodity that costs almost 1000lv. I think transportation costs of 15-20lv. are unacceptable. Everything else was OK.",Customer Care
