content,label
"Dear Anh, 

Thank you for submitting your bid request. 
In order to bid correctly, please help me check the following parameters: 
1. What is the required gasket type among the types: HV01 type (1 ring type); Model HV03 or HV04 (2-ring type) or Model HVC05 (3-ring type)? 
2. What is the crafting material for the rings? 
• Inner ring (IR): SS316 or SS304? 
• Outer Ring (OR): SS316 or CARBON STEEL? 
• Winding: SS316 or SS304? 
• Filter: Graphite or PTFE or Ceramic 
3. Standard thickness 4.5mmT or other requirement? 
4. Is the outer ring covered? 

Please click on the image or link below for reference and help you choose the correct one: 
? Catalog Spiral Wound Gasket (Ron sells metal) from EU: 

Click here for CATALOG of Spiral Wound Gasket (Ron sells metal) 

Looking forward to hearing from your feedback soonest. 
If you have further information, please do not hesitate to contact us",3
"Dear, 
This model, if I import it new, I can't issue the original. 
The original can be borrowed against each other.",3
"Dear Ms. Mai, 

Thank you for submitting the quote. 
We will respond when there is an order.",3
"Dear Ms. Mai, 

As in the quotation, you have to add information as Shanon (Iceland), Wujiang (china). 
Could you please help me clarify this part.",3
"Dear Ms. Like, 
thank you! 

I will send customers an offer soon.",3
"Dear Ms. Trang, 

Thank you for your email response. 
About the price, I support to reduce the price for you and I send the official quotation. 
Do these products have CO, CQ, MSDS attached?",3
"Dear Mr Huy, 

Your goods have now arrived at HTGoods warehouse. Could you please send me the billing information and shipping address. 

Happy to cooperate with you!",3
"Dear Mr Huy, 

Thank you for ordering HTGoods. But now the company has changed its pricing policy. 
I send the current quote as follows: Model: 442350.0200 (Knipex 9531) price is: 7,710,000/pcs excluding VAT. 

Please help me check again! 
My goods have full CO, CQ copies for you!",3
"Dear Mr Huy,

Thank you for ordering HTGoods. My information has not changed.
Please order early payment to help me, we will close the lot this afternoon.

If you eed more help, leave your information.
Happy to cooperate with you!",2
"Dear Mr Huy, 

That is the origin of the goods, please refer to the attached certificate. All items are from ITW.",3
"Dear Mr Huy, 

I have attached the official quotation. The price I quoted is for the Chamber of Commerce, so I can't give you a discount. 

Goods have full CO, CQ, MSDS.",3
"Dear Mr Huy, 

Please see my quote below. Delivery price at Goldens warehouse.",3
"Dear Mr Kha, 
I send you equipment quotation as attached file. Let's see. 
Hope to get a response from you. 
Thank you.",3
"Dear Mr Kha, 

Thank you for contacting HTGoods. I send you the Knipex/Germany cable cutter as follows: 
Model: 438350.0200 price is: 7,159,000/pcs excluding VAT. Delivery in 2-3 weeks. 

Need more help, leave your information. 
Hope to receive your order soon!",3
"Dear Mr Kha, 
I sent you the price list. Please see and follow this file. 
The product line you asked about IC-M88, but this line used to have normal version and explosion-proof version. Currently, the normal IC-M88 has been discontinued, so I offer you the IC-M88UL and IC-M85 series. Please refer. 
Hope to get a response from you. Thank you.",3
"Hi Huy,

Thank Huy for the information !

CPTECH confirms the offer and information as below!


CORTEM-ITALY
Item No.1: Model: EXENC-201LEF4: 1pc Price: 17,000,000VND/pc
Item No.2 EXEL-115L: 3pcs Price: VND 8,000,000/pc
Item No.3 EXEL-115L: 1pcs Price: VND 8,000,000/pc

Price excluding VAT, delivery: 12-14 weeks in Vung Tau.
CO & CQ from CORTEM maker: original
Explosion-proof certificate: ATEX/IECEx (copy)
CO Chamber of Commerce: 70USD
Origin: CORTEM-IATALY

Please refer to the attached catalog file!

Are looking forward to cooperate !",3
"Thank Huy so much !

Let's see the price list soon!

Looking forward to working with you!",3
"Hi Hung,

Due to the need to have many categories, it takes a long time. Please give me this quote deadline for me to arrange.

Thank you, Phu.",3
"Hi Huy,

Thank you SONG LINH for ordering!

CPTECH will confirm the order!

Are looking forward to cooperate !
Thank you & Warmest regards
CPTECH VIETNAM CO., LTD",3
"Dear Kha Nguyen 

Glad to receive your email. 

I am Steven, can I reply you tomorrow morning? when I back work, I will make a file to you about the laser machine. 

Wish you all the best. 
Best regards 

Steven Zhao 

Sales - Marketing Department",3
"Hello, 

the goods are ready for dispatch. 
Please send us a label from DHL. 

with best regards / mit freundlichen Grüßen 

Marie-Luise Glenk 
Shipping department",3
"Dear Sir, 

thank you for sending this information. 

Could you please provide us with your forwarder’s account? 
That would be needed for the delivery of your order. 

Thanks in advance. 

…with best regards and freundlichen Gruessen 

i.A. Karin Kienle 
Sales department",3
"Dear Customer, 

we thank you for your order and confirm as follows. 

Please provide your dispatch information. 
Your account details will be needed to ship the order. 

Thanks in advance. 

…with best regards and freundlichen Gruessen 

i.A. Karin Kienle 
Sales department",3
"Hi Tuan, 

please find attached the first invoice for your documents. We already received the payment so you do not have to do anything further. 

Sincerely yours,

Ms. Hua",3
"Dear Mr Tuan 
Thanks for processing the payment. 
In regards to technical and or commercial clarification I do not know the status of this project, so I cannot confirm. This need to be corresponded with Ms Hua. Production will start once the technical details are clarified and the drawing has been approved by your side. 
Ms Hua is back on Friday 5th July and share the information with you. 

Mit freundlichem Gruß/ With best Regards 
Jan-Timo Kolthammer",1
"Dear Mai 
Please find signed PO attached. 
Please get the customer to sign and return, so we can start the process. 
Thank you for the Order. 

Mit freundlichem Gruß/ With best Regards 
Jan-Timo Kolthammer",2
"Dear Mr. Tuan, 

please find our remarks below: 

Item Hien Hua’s comment 14.07.2022 Feedback Hien Hua’s comment 18.07.2022 
1. It is not included in our standard delivery . If you want this document please order it according our quotation revision 2. 
This document will be send only as PDF file. The following document is must meet requirement in the contract with our Client. Thus, please provide: 

• Certificate of Origin issued by the Commerce Department of Manufacturer’s country or exporter’s country: Original 
• Certificate of Conformity (COC) issued by manufacturer: Original Certificate of Origin & Certificate of Material ? 150 EUR 

As mentioned before it is as PDF file. You can print it by yourself but there is no original document. 

Certificate of Origin & Certificate of Material needs to be ordered in advance with the shutter. 
It is not possible to request the certificates after production of the shutter. 

Certificate of Conformity (COC) issued by manufacturer: Original 

As mentioned before it is as PDF file. You can print it by yourself but there is no original document. Please find the certificate in the attachment how it will look like for the FRS A-60 SL. It is the only one we provide. 
2 We only offer our standard packaging on a pallet. It is not stackable. If you want the wooden box, please also add the position in the PO. Good will be transported to Viet Nam by sea. Thus, wooden box may be necessary, please include wooden box packaging as optional and quote your additional fee if needed. We already quote the wooden box in the quotation rev. 2 with 1.520 EUR. The wooden box also need to be ordered in advance. 
3 Manufacturer: 
Effertz Tore GmbH, Germany Noted. - 
4 Approx. 20 weeks. 
Delivery time start from complete commercial and technical clarification (after 
approval of technical drawing). 
CW 51/2022and CW 52/2022 does not count for the delivery time because our 
office will be closed during holiday time. Kaefer quotation is 14-16 weeks Ex-works. Thus, we have signed the contract with VSP by 18 July 2022 with 4,5 months delivery which is already very tight for us. 

VSP will applied penalty when late on delivery as following: “If Party B's delivery is delayed, Party B will be fined as follows: 1%/week for the first 04 weeks of delay; fine 1.5%/week for the following weeks calculated on the value of the whole group of items with late delivery until the total fine does not exceed 8% of the value of the group of goods with the violated item.” 

Thus, please keep the original offer of 14-16 weeks. It was an old quotation which is not valid anymore. You can see the validity on each quotation. 
I am sorry but as you also can see on the quotation the delivery time start from complete commercial and technical clarification. We have not promised the delivery time. Sorry it is not possible to reduce the delivery time. 

No contract has yet been concluded between Solicom and KAEFER Bremen. 

The delivery time right now is 20 -26 weeks. 


5 Article 7: Accepted - 
6 Article 8: Accepted - 
7 Article 10: This is back to back term with our client’s contract as talked in item 4. However, Song Linh can accepted this comment and would like Kaefer to keep your original offer Ok 



Sincerely yours, 

Ms. Hua",1
"Hi Tuan,

We received the first payment. Thank you. 
Please find attached our order confirmation. 
You will get the technical drawing on 16th August 2022. 
We will start production after your approval of the drawing.

Sincerely yours,

Ms. Hua",3
"Hi Tuan, 

please find attached the technical drawing 

27866101 B 

for the Fire Roller Shutter A-60 SlimLine. 

Please check the drawing and send the approved drawing with your stamp and signature back as soon as possible so we can proceed with the production. 

Please note: 
We won’t start with the production without your drawing approval. 

Sincerely yours, 

Ms. Hua",3
"Hi Tuan,

Thank you for the drawing approval. 

We need one more information.

Which voltage is on board so that the technology can be planned accordingly.

• IT-Net with Neutral or. NT-Net without Neutral?
• 440 V / 60 Hz?
• 400 V / 60 Hz?
• 400 V / 50 Hz?


Sincerely yours,

Ms. Hua",1
"Hi Tuan, 

please find the revised drawing (Rev. C) for approval. 

Sincerely yours, 

Ms. Hua",3
